Time (Sec);S5;S1;S15;S19;S25;S28;S31;S34;S38;S42;S43;S46;S47;S48;S50;S54;S55;S56;S57;S58;S59;S9;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.018192;100.0;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;99.9926784;100.0;99.9926784;
0.031383999999999995;100.0;99.97020160000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;99.96288000000001;100.0;99.97020160000001;
0.032217333333333334;100.0;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;100.0;99.83841280000006;
0.10333333333333335;100.0;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;100.0;99.83841280000006;
0.20333333333333337;100.0;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;100.0;99.83841280000006;
0.30333333333333334;100.0;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;100.0;99.83841280000006;
0.4033333333333333;100.0;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;100.0;99.83841280000006;
0.5033333333333333;100.0;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;100.0;99.83841280000006;
0.6033333333333333;100.0;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;100.0;99.83841280000006;
0.7033333333333333;100.0;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;100.0;99.83841280000006;
0.8033333333333332;100.0;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;99.83841280000006;100.0;99.83841280000006;
